company_id,company_name,sector,industry,emissions_archetype,country,employees,lei,ticker,exchange,mapping_confidence,mapping_type
09a1db94-9e65-4211-afbb-0139054ceec7,Arcadium Lithium PLC,Manufacturing,Chemical Manufacturing,Operational Emitter,Ireland,2604,5299008YH4W6QL5DPN51,ALTM,"NEW YORK STOCK EXCHANGE, INC.",1.0,direct
09bcefff-d0a5-40da-9178-a38056166a6c,Elis SA,Manufacturing,Professional Services,Scope 2-heavy,France,56757,969500UX71LCE8MAY492,ELIS,EURONEXT,0.75,extend
0a03ac18-ce1e-47a2-9099-a1d467ee2fc3,Traton SE,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,105541,529900UIMQRKPFN6SV80,8TRA,XETRA,0.8,merge
0a435b30-abae-4cb0-8fd5-6334eb9a330a,Ardagh Metal Packaging SA,Consumer Goods,Packaging Manufacturing,Lifecycle-dependent,Luxembourg,6330,5493009WKQTU4FN9G032,AMBP,"NEW YORK STOCK EXCHANGE, INC.",0.95,extend
0a5de577-e029-403c-98af-36b05075bc88,Scorpio Tankers Inc,Energy,Oil & Gas Midstream,Unknown,Monaco,24,549300NVJUH16NXG8K87,STNG,"NEW YORK STOCK EXCHANGE, INC.",0,unmapped
0a85f0ea-c3bc-40cf-b4ad-5a03a1716397,Swatch Group AG,Consumer Goods,Consumer Electronics,Use-phase Dominant,Switzerland,32477,529900NTES2LEON1JZ55,UHR,SIX SWISS EXCHANGE,0.7,map
0a99b8f8-f3b5-4c0f-89a5-43e7e020bb4a,MVV Energie AG,Energy,Electric Utilities,Operational Emitter,Germany,6672,529900ISR2VNZV1C0T93,MVV1,XETRA,0.95,direct
0a9e0ca0-05d8-4a06-9d67-c3c6e7d34668,MOL Magyar Olaj es Gazipari Nyrt,Energy,Oil & Gas Refining,Operational Emitter,Hungary,25480,213800R83KX5FQFGXS67,MOL,BUDAPEST STOCK EXCHANGE,0.95,extend
0aca1407-8b30-419c-87a2-49c327ee4541,ERG SpA,Energy,Renewable Energy,Lifecycle-dependent,Italy,659,8156004604684CA44A90,ERG,EURONEXT MILAN,1.0,direct
0ad7555f-5652-49ac-b40d-e83ea81509b0,Spirax Group PLC,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,United Kingdom,10000,213800WFVZQMHOZP2W17,SPX,LONDON STOCK EXCHANGE,0.95,extend
0adc8528-8fd8-48b4-a008-6e0d85368ac0,National Grid PLC,Energy,Electric Utilities,Operational Emitter,United Kingdom,31425,8R95QZMKZLJX5Q2XR704,NG.,LONDON STOCK EXCHANGE,0.95,merge
0b324924-c279-4a48-b499-9d0f6d1051fc,Games Workshop Group PLC,Consumer Goods,Leisure,Unknown,United Kingdom,2950,213800RP9QJQYGWHNT41,GAW,LONDON STOCK EXCHANGE,0,unmapped
0b5351a9-ac55-4654-ab89-6e9cb5fa7b07,Vallourec SA,Manufacturing,Steel Production,Operational Emitter,France,14000,969500P2Q1B47H4MCJ34,VK,EURONEXT,1.0,direct
0b708750-acba-4188-9fb4-5caa2e2f592a,EDAG Engineering Group AG,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Switzerland,9119,529900LQ2ZJ7F5Z4KN18,ED4,XETRA,0.85,merge
0b827d49-56be-450f-b12e-a891dbb700d5,Avolta AG,Consumer Goods,Traditional Retail,Scope 2-heavy,Switzerland,57679,549300X53WDBVW7TIF57,AVOL,SIX SWISS EXCHANGE,0.85,merge
0bb87a53-5d41-4d33-abd6-68ff3e930d4a,SGL Carbon SE,Manufacturing,Chemical Manufacturing,Operational Emitter,Germany,4277,52990038IB31TYK07X63,SGL,XETRA,1.0,direct
0bc8fa2f-2051-4560-a23c-19b81f8e0c15,Norsk Hydro ASA,Manufacturing,Aluminum,Unknown,Norway,32614,549300N1SDN71ZZ8BO45,NHY,OSLO BORS,0,unmapped
0c4f6ee8-bfdf-403c-95ff-1943c4fb40d9,Coca-Cola Icecek AS,Consumer Goods,Food & Beverage,Use-phase Dominant,Turkey,10365,789000WT80VVLUWJDK41,CCOLA.E,BORSA ISTANBUL,0.9,merge
0c8bd77e-ac6a-4b98-b822-3f880f7ae537,Leroy Seafood Group ASA,Consumer Goods,Food & Beverage,Use-phase Dominant,Norway,6000,5967007LIEEXZXJ2JK50,LSG,OSLO BORS,0.95,direct
0cd6414f-50db-4812-a185-1d858e88d018,Stadler Rail AG,Manufacturing,Railroads,Unknown,Switzerland,14276,506700781XDET0A89669,SRAIL,SIX SWISS EXCHANGE,0,unmapped
0d742738-7275-40c7-a2a7-1b6ae9546814,Mycronic AB (publ),Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Sweden,2158,549300S5CCFESE4C6Y07,MYCR,NASDAQ STOCKHOLM AB,0.95,extend
0dab51ff-4410-4441-9f72-f00e8bb5514b,Dormakaba Holding AG,Manufacturing,Construction Materials,Lifecycle-dependent,Switzerland,15427,529900QMU5ZH99KMQK13,DOKA,SIX SWISS EXCHANGE,0.8,merge
0ed6ac82-99bc-4dcc-beac-2f9491d01af6,Danieli & C Officine Meccaniche SpA,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Italy,10128,815600B4B8C6A353E566,DAN,EURONEXT MILAN,0.95,extend
1030cd93-5aab-44a7-9b32-f4674d743096,Easyjet PLC,Manufacturing,Airlines,Operational Emitter,United Kingdom,17797,2138001S47XKWIB7TH90,EZJ,LONDON STOCK EXCHANGE,1.0,direct
1049604a-505c-4906-8bc7-abbb6f195490,E.ON SE,Energy,Electric Utilities,Operational Emitter,Germany,69668,Q9MAIUP40P25UFBFG033,EOAN,XETRA,0.95,direct
10c9e6ea-0edc-42bf-9bd0-56cfdf9240a9,Dr Ing hc F Porsche AG,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Germany,39463,529900EWEX125AULXI58,P911,XETRA,1.0,direct
10e542b5-bd09-4516-9dcf-841d2a404e4c,Intertek Group PLC,Manufacturing,Professional Services,Scope 2-heavy,United Kingdom,45000,2138003GAT25WW1RN369,ITRK,LONDON STOCK EXCHANGE,0.75,extend
113cefa2-c8b6-4afe-b40c-dd46bbf3388c,Equinor ASA,Energy,Oil & Gas Extraction,Operational Emitter,Norway,24126,OW6OFBNCKXC4US5C7523,EQNR,OSLO BORS,1.0,direct
11a9602f-3efa-4047-ba1c-7a2c5f7d2259,Verbund AG,Energy,Renewable Energy,Lifecycle-dependent,Austria,4117,5299006UDSEJCTTEJS30,VER,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET),1.0,direct
11c2e25b-7284-4344-81c6-9b9a45f9ab97,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,Manufacturing,Chemical Manufacturing,Operational Emitter,France,64124,969500MMPQVHK671GT54,AI,EURONEXT,1.0,direct
11d65b69-d04b-4944-bb97-9d451dee96c3,Eregli Demir ve Celik Fabrikalari TAS,Manufacturing,Steel Production,Operational Emitter,Turkey,12366,789000VYQF5IDGG49908,EREGL.E,BORSA ISTANBUL,1.0,direct
12c0508a-f86a-4aeb-963a-801833eb65d1,Glanbia PLC,Consumer Goods,Food & Beverage,Use-phase Dominant,Ireland,5791,635400SRMCBHVMSKJS84,GL9,IRISH STOCK EXCHANGE,0.95,direct
12c80bf2-d106-4735-9e8a-165eec860f13,Melrose Industries PLC,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,United Kingdom,13492,213800RGNXXZY2M7TR85,MRO,LONDON STOCK EXCHANGE,0.95,extend
1303a3c0-91a3-4f41-b8da-39b2d6be68a2,Nordex SE,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,10006,529900HVDYCUWVD0OE76,NDX1,XETRA,0.95,extend
13083c14-9629-4a2d-8b0a-f39463cd4b80,Mitchells & Butlers PLC,Consumer Goods,Food Service,Scope 2-heavy,United Kingdom,50000,213800JHYNDNB1NS2W10,MAB,LONDON STOCK EXCHANGE,0.9,extend
13eef763-5bf5-4e39-9144-3bbdc565cee7,Stellantis NV,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Netherlands,248243,549300LKT9PW7ZIBDF31,STLAM,EURONEXT MILAN,1.0,direct
13f0688c-cb1d-4dc0-b176-c1278abc481a,Arriver Holdco Inc,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Sweden,6033,54930082R4LTC7PERT23,VNE,"NEW YORK STOCK EXCHANGE, INC.",0.85,merge
144a3aa7-c900-4495-a964-7002527501bc,Coats Group PLC,Consumer Goods,Textile Manufacturing,Unknown,United Kingdom,16042,2138003SPYWGAITNFY17,COA,LONDON STOCK EXCHANGE,0,unmapped
15a32d5d-d40b-4bdd-a91a-c99fadd603e6,Constellium SE,Manufacturing,Aluminum,Unknown,France,12000,724500KRJEMC79KAAU28,CSTM,"NEW YORK STOCK EXCHANGE, INC.",0,unmapped
15c15ba7-864e-4263-a945-dd1c0dcf0f45,Cargotec Corp,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Finland,3995,5493002B0GOVF42KWX33,CGCBV,NASDAQ HELSINKI LTD,0.8,merge
15f8bd4a-9f24-414e-ad6e-73a3f42a65c2,Renault SA,Consumer Goods,Automotive Manufacturing,Upstream-heavy,France,98636,969500F7JLTX36OUI695,RNO,EURONEXT,1.0,direct
165fe776-a0c0-4db9-bacb-1181ff29ed1c,OC Oerlikon Corporation AG Pfaeffikon,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Switzerland,12064,529900I8VLAZR2FJ0M10,OERL,SIX SWISS EXCHANGE,0.95,extend
16bfb44a-ecf6-48f5-8f2a-1afb3b94ab31,Stef SA,Manufacturing,Shipping & Logistics,Operational Emitter,France,23682,9695008BIKG0E486UL47,STF,EURONEXT,0.95,direct
1713968d-4d55-42ea-be1b-f137a3c22726,Burckhardt Compression Holding AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Switzerland,3305,5067004N56DLX7GY3E95,BCHN,SIX SWISS EXCHANGE,0.95,extend
17289878-c39d-4b94-952b-44146f4b3f6f,Safran SA,Manufacturing,Aerospace Manufacturing,Upstream-heavy,France,96390,969500UIC89GT3UL7L24,SAF,EURONEXT,0.9,extend
17a90809-f671-4ccc-b4e9-7345a2cad785,Siemens AG,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Germany,313000,W38RGI023J3WT1HWRP32,SIE,XETRA,0.95,extend
1809a71b-d829-4f45-9aa2-11bccd28e631,SOL SpA,Manufacturing,Chemical Manufacturing,Operational Emitter,Italy,7015,81560096A9AEBBBD4B25,SOL,EURONEXT MILAN,1.0,direct
677588f3-855d-4d25-8baa-479541a90912,Orion SA,Manufacturing,Chemical Manufacturing,Operational Emitter,Luxembourg,1658,0,OEC,"NEW YORK STOCK EXCHANGE, INC.",1.0,direct
187b5b19-4977-4928-aea3-e38fb38478e1,Telecom Plus PLC,Energy,Electric Utilities,Operational Emitter,United Kingdom,2493,549300QGHDX5UKE58G86,TEP,LONDON STOCK EXCHANGE,0.95,direct
189620bc-55a3-47b6-895b-de8cdc48b2b6,SASA Polyester Sanayi AS,Consumer Goods,Textile Manufacturing,Unknown,Turkey,3804,789000PXBZOJWTDSXE13,SASA.E,BORSA ISTANBUL,0,unmapped
18c7f385-2102-4d3d-9da5-48c27c3dc516,ISS A/S,Manufacturing,Professional Services,Scope 2-heavy,Denmark,257922,213800LEZA58SZNCBN19,ISS,NASDAQ COPENHAGEN A/S,0.75,extend
18e892e1-ba1e-4bba-82a3-5963df869e67,Stora Enso Oyj,Manufacturing,Paper Manufacturing,Lifecycle-dependent,Finland,16000,7437000ZP669LKUTZ738,STERV,NASDAQ HELSINKI LTD,0.9,extend
19840c58-259b-431a-9532-6a1da4c8c0a4,Balfour Beatty PLC,Manufacturing,Construction Services,Upstream-heavy,United Kingdom,26140,CT4UIJ3TUKGYYHMENQ17,BBY,LONDON STOCK EXCHANGE,0.9,extend
198a7322-644b-482d-b5e7-dd220380b218,Drax Group PLC,Energy,Renewable Energy,Lifecycle-dependent,United Kingdom,3551,549300YPSNTXR4ZHSR98,DRX,LONDON STOCK EXCHANGE,1.0,direct
19cbc61c-d063-492a-9db6-c0cec25de4b4,Moncler SpA,Consumer Goods,Apparel Manufacturing,Unknown,Italy,7354,815600EBD7FB00525B20,MONC,EURONEXT MILAN,0,unmapped
1a76fb4e-7a64-4901-86df-5a054ff9fe6a,Edison SpA,Energy,Oil & Gas Extraction,Operational Emitter,Italy,5957,529900WS2E20BA5J4L49,EDNR,EURONEXT MILAN,1.0,direct
1afe0a63-d830-4625-8738-3ca2791686b4,TAV Havalimanlari Holding AS,Manufacturing,Airports & Air Services,Unknown,Turkey,20185,789000PBM9TT5D88M597,TAVHL.E,BORSA ISTANBUL,0,unmapped
1b15b809-daf4-4a4e-8c37-f75c0d468eab,Halma PLC,Manufacturing,Diversified Manufacturing,Upstream-heavy,United Kingdom,8000,2138007FRGLUR9KGBT40,HLMA,LONDON STOCK EXCHANGE,0.6,extend
1bd742f1-0b4f-49be-ac1b-0d3343ef4c90,HORNBACH Holding AG & Co KgaA,Consumer Goods,Home Improvement Retail,Unknown,Germany,25357,529900EGQZ79V21LBL44,HBH,XETRA,0,unmapped
1c979493-bc04-49ad-be6c-b9f3ceaa9cb0,Bureau Veritas SA,Manufacturing,Professional Services,Scope 2-heavy,France,83000,969500TPU5T3HA5D1F11,BVI,EURONEXT,0.8,merge
1d31292a-91a8-4611-a8ca-afb4b3cb1acd,Hexpol AB,Manufacturing,Chemical Manufacturing,Operational Emitter,Sweden,4961,549300MN30TBRLYN3465,HPOL B,NASDAQ STOCKHOLM AB,1.0,direct
1d33abb2-4c14-46c0-ba64-4dbae8338542,Morgan Sindall Group PLC,Manufacturing,Construction Services,Upstream-heavy,United Kingdom,8097,2138008339ULDGZRB345,MGNS,LONDON STOCK EXCHANGE,0.9,extend
1d4329b9-7aa4-42b0-ba7c-a23d880a4b27,STRABAG SE,Manufacturing,Construction Services,Upstream-heavy,Austria,77337,529900TYYSRJH2VJSP60,STR,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET),0.9,extend
1e13e8d4-b71e-4092-9459-272095354423,Bayerische Motoren Werke AG,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Germany,159104,YEH5ZCD6E441RHVHD759,BMW,XETRA,1.0,direct
201761a1-61b9-4744-a3c1-92822eaf8c21,Geberit AG,Manufacturing,Construction Materials,Lifecycle-dependent,Switzerland,10493,52990093Z5OHD6T7BS47,GEBN,SIX SWISS EXCHANGE,0.8,merge
208fb558-1ba3-452b-a77a-5f9e6f3157d4,Schaeffler AG,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Germany,83990,549300Q7E782X7GC1P43,SHA0,XETRA,0.85,merge
212cc48b-0ee4-4719-b09c-984635a858a5,ArcelorMittal SA,Manufacturing,Steel Production,Operational Emitter,Luxembourg,125416,2EULGUTUI56JI9SAL165,MT,EURONEXT,1.0,direct
218845dd-f357-41cf-a971-ad07905a0366,CEZ as,Energy,Electric Utilities,Operational Emitter,Czechia,31521,529900S5R9YHJHYKKG94,CEZ,PRAGUE STOCK EXCHANGE,0.95,merge
21a13889-f4b1-4134-949c-8b2d496042e6,Suominen Oyj,Consumer Goods,Fast Moving Consumer Goods,Lifecycle-dependent,Finland,722,743700Z1BNFYR9PRDF52,SUY1V,NASDAQ HELSINKI LTD,0.9,direct
222029cb-c88a-43f1-b1aa-96b5d633dda3,Verallia SA,Consumer Goods,Packaging Manufacturing,Lifecycle-dependent,France,11000,5299007YZU978DE0ZY32,VRLA,EURONEXT,0.95,extend
22896bc1-9e95-43b1-b4d5-18d9ed36806f,Athens Water Supply and Sewerage Company SA,Energy,Utilities - Regulated Water,Unknown,Greece,2273,213800SA1M6NZ4YSQU91,EYDAP,ATHENS EXCHANGE S.A. CASH MARKET,0,unmapped
22a4ef67-a5ef-4435-8ef6-2870d4df07ef,SRV Yhtiot Oyj,Manufacturing,Construction Services,Upstream-heavy,Finland,759,743700GB29FXC0VXF414,SRV1V,NASDAQ HELSINKI LTD,0.9,extend
23af516e-2272-41b9-9be4-d3a6a1abf79a,Fortum Oyj,Energy,Renewable Energy,Lifecycle-dependent,Finland,4369,635400IUIZZIUJSAMF76,FORTUM,NASDAQ HELSINKI LTD,1.0,direct
240aef74-19c1-45d2-ad3c-31977beaa966,Mundys SpA,Manufacturing,Infrastructure Operations,Unknown,Italy,18252,8156008DEC771409C487,ATL,EURONEXT MILAN,0,unmapped
24247408-581c-4a31-a225-9dc77cc143fc,Volvo AB,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Sweden,89680,549300HGV012CNC8JD22,VOLV B,NASDAQ STOCKHOLM AB,0.8,merge
247926d1-3a3b-44e1-97a6-c0127df8f719,Randstad NV,Manufacturing,Staffing & Employment Services,Unknown,Netherlands,41650,7245009EAAUUQJ0U4T57,RAND,EURONEXT,0,unmapped
26e1f4e3-d455-4b69-8453-505e6507e332,HELLA GmbH & Co KGaA,Consumer Goods,Automotive Manufacturing,Upstream-heavy,Germany,38485,529900PLX4ADJFWIY024,HLE,XETRA,0.85,merge
27302833-5c7c-420a-b846-e8e685cebf44,Andritz AG,Manufacturing,Industrial Distribution,Unknown,Austria,30003,549300VZKC61IR5U8G96,ANDR,WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET),0,unmapped
2780324b-cc6c-43eb-97ce-3ca835d2c2eb,Arkema SA,Manufacturing,Chemical Manufacturing,Operational Emitter,France,21082,9695000EHMS84KKP2785,AKE,EURONEXT,1.0,direct
28680978-6c22-4c5c-a4ce-75d3eae8831a,Antofagasta PLC,Manufacturing,Copper,Unknown,United Kingdom,8095,213800MY6QVH4FVLD628,ANTO,LONDON STOCK EXCHANGE,0,unmapped
28e3f6a7-ae4f-448e-b99d-eff95bb6063b,Daetwyler Holding AG,Manufacturing,Industrial Distribution,Unknown,Switzerland,8030,52990096G2IJ89SWI669,DAE,SIX SWISS EXCHANGE,0,unmapped
29042a95-5e5f-4aa3-9fc0-94f13804b369,Getlink SE,Manufacturing,Railroads,Unknown,France,3457,9695007ZEQ7M0OE74G82,GET,EURONEXT,0,unmapped
2984ec78-c3b6-499d-94cf-4ba758a9e4b0,Scandic Hotels Group AB,Consumer Goods,Lodging,Unknown,Sweden,10097,529900JY9ZBGUXGRKQ86,SHOT,NASDAQ STOCKHOLM AB,0,unmapped
298bfad9-40d2-4665-acee-a1e0c5d86d83,Iveco Group NV,Manufacturing,Industrial Equipment Manufacturing,Operational Emitter,Italy,36046,549300ZWF2ZJDD9EOR96,IVG,EURONEXT MILAN,0.8,merge
299fb3ab-30f0-465c-a127-93b6a456feaa,Varta AG,Manufacturing,Electronics Manufacturing,Scope 2-heavy,Germany,4049,529900E7KB95KOXBWP63,VAR1,XETRA,0.85,map
2a4ca294-102a-4a5e-8d33-b984d150bb39,Playa Hotels & Resorts NV,Consumer Goods,Resorts & Casinos,Unknown,Netherlands,13000,529900BUP3KWPCJNLS49,PLYA,NASDAQ/NGS (GLOBAL SELECT MARKET),0,unmapped
2a547edb-413b-4bfe-8928-73e60132fc02,Atlantica Sustainable Infrastructure Ltd,Energy,Renewable Energy,Lifecycle-dependent,United Kingdom,1366,549300ITBBGKJ651R879,AY,NASDAQ/NGS (GLOBAL SELECT MARKET),1.0,direct
2a648400-22e6-46c6-a454-d5a941cedd93,Kingfisher PLC,Consumer Goods,Home Improvement Retail,Unknown,United Kingdom,74525,213800KBMEV7I92FY281,KGF,LONDON STOCK EXCHANGE,0,unmapped
2a7ef541-d17a-4a43-ba20-c29486aa8bbb,Peab AB,Manufacturing,Construction Services,Upstream-heavy,Sweden,13000,549300FQS4VD3153I854,PEAB B,NASDAQ STOCKHOLM AB,0.9,extend
2ae58430-8b4a-4378-8735-c8d906a65433,Barry Callebaut AG,Consumer Goods,Confectioners,Unknown,Switzerland,13423,213800Y5RWKLDPUTT265,BARN,SIX SWISS EXCHANGE,0,unmapped
2aef02f7-401e-4dce-b72c-a873e0f4e1c3,Munters Group AB,Manufacturing,Pollution & Treatment Controls,Unknown,Sweden,5412,549300KYCB37YAVUV523,MTRS,NASDAQ STOCKHOLM AB,0,unmapped
2b896716-7e4f-47a9-8972-c3983474a122,Harboes Bryggeri A/S,Consumer Goods,Beverages - Brewers,Unknown,Denmark,560,529900HHQ61RRUM90490,HARB B,NASDAQ COPENHAGEN A/S,0,unmapped
2ca2be5b-b4d6-4e95-83e4-360b7d5bc231,Securitas AB,Manufacturing,Security & Protection Services,Unknown,Sweden,336000,635400TTYKE8EIWDS617,SECU B,NASDAQ STOCKHOLM AB,0,unmapped
2cc4f156-b54b-4004-a5d6-3e1ccf5af8be,Thule Group AB,Consumer Goods,Leisure,Unknown,Sweden,2808,549300XHHOGBOERKU333,THULE,NASDAQ STOCKHOLM AB,0,unmapped
2ce40804-f556-449c-a2fc-c7b88ae170f0,JDE Peets NV,Consumer Goods,Food & Beverage,Use-phase Dominant,Netherlands,21000,724500EHG519SE5ZRT89,JDEP,EURONEXT,0.95,direct
