company_id,year,scope1,scope2,scope3,data_source,verification_status,reporting_standard,boundary_setting,method
00af8de9-72b8-40e0-8d45-6277389c57a8,2017,0,0,2942,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2017,0,0,399,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,3237,0,0,Sustainability Report 2020,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,3237,0,0,Sustainability Report 2020,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,0,7342,0,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,0,7342,0,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,0,0,12014,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,0,0,2982,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,0,0,2035,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,0,0,412,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2018,0,0,6585,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,3183,0,0,Sustainability Report 2023,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,3183,0,0,Sustainability Report 2020,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,0,7308,0,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,0,7308,0,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,0,0,13279,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,0,0,399,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,0,0,2847,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2019,0,0,10033,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,2722,0,0,Sustainability Report 2023,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,2722,0,0,Sustainability Report 2020,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,0,4056,0,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,0,4056,0,Sustainability Report 2020,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,0,0,12089,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,0,0,341,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,0,0,2056,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2020,0,0,9692,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2021,2706,0,0,Sustainability Report 2023,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2021,0,4126,0,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2021,0,0,11429,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2021,0,0,341,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2021,0,0,1367,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2021,0,0,9721,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2022,2623,0,0,Sustainability Report 2023,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2022,0,2575,0,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2022,0,0,12745,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2022,0,0,1975,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2022,0,0,10416,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2022,0,0,354,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2023,2385,0,0,Sustainability Report 2023,unverified,,,Not Applicable
00af8de9-72b8-40e0-8d45-6277389c57a8,2023,0,1983,0,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2023,0,0,13768,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2023,0,0,11109,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2023,0,0,2325,Sustainability Report 2023,unverified,,,Not Specified
00af8de9-72b8-40e0-8d45-6277389c57a8,2023,0,0,334,Sustainability Report 2023,unverified,,,Not Specified
00f15137-c39f-4260-a8d8-c01bb274de83,2021,102000,0,0,Annual Report 2023,unverified,,,Not Applicable
00f15137-c39f-4260-a8d8-c01bb274de83,2021,0,69000,0,Annual Report 2023,unverified,,,Location-based
00f15137-c39f-4260-a8d8-c01bb274de83,2021,0,19000,0,Annual Report 2023,unverified,,,Market-based
00f15137-c39f-4260-a8d8-c01bb274de83,2020,96000,0,0,Annual Report 2023,unverified,,,Not Applicable
00f15137-c39f-4260-a8d8-c01bb274de83,2020,0,34000,0,Annual Report 2023,unverified,,,Market-based
00f15137-c39f-4260-a8d8-c01bb274de83,2020,0,69000,0,Annual Report 2023,unverified,,,Location-based
00f15137-c39f-4260-a8d8-c01bb274de83,2019,112000,0,0,Annual Report 2023,unverified,,,Not Applicable
00f15137-c39f-4260-a8d8-c01bb274de83,2019,0,37000,0,Annual Report 2023,unverified,,,Market-based
00f15137-c39f-4260-a8d8-c01bb274de83,2019,0,74000,0,Annual Report 2023,unverified,,,Location-based
00f15137-c39f-4260-a8d8-c01bb274de83,2022,97000,0,0,Annual Report 2023,unverified,,,Not Applicable
00f15137-c39f-4260-a8d8-c01bb274de83,2022,0,11000,0,Annual Report 2023,unverified,,,Market-based
00f15137-c39f-4260-a8d8-c01bb274de83,2022,0,60000,0,Annual Report 2023,unverified,,,Location-based
00f15137-c39f-4260-a8d8-c01bb274de83,2023,86000,0,0,Annual Report 2023,unverified,,,Not Applicable
00f15137-c39f-4260-a8d8-c01bb274de83,2023,0,10000,0,Annual Report 2023,unverified,,,Market-based
00f15137-c39f-4260-a8d8-c01bb274de83,2023,0,61000,0,Annual Report 2023,unverified,,,Location-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,108000,0,0,Universal Registration Document (URD) 2024,unverified,,,Not Applicable
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,122000,0,Universal Registration Document (URD) 2024,unverified,,,Market-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,145000,0,Universal Registration Document (URD) 2024,unverified,,,Location-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,0,142000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,0,33000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,0,6000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,0,80000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,0,19000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2022,0,0,4000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2021,54000,0,0,Universal Registration Document (URD) 2022,unverified,,,Not Applicable
01133fe5-4172-44d0-8d1b-4af3388d95d7,2021,0,45000,0,Universal Registration Document (URD) 2022,unverified,,,Market-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2021,0,0,21045000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2021,0,0,5000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2021,0,0,40000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2021,0,0,21000000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2020,58000,0,0,Universal Registration Document (URD) 2022,unverified,,,Not Applicable
01133fe5-4172-44d0-8d1b-4af3388d95d7,2020,0,66000,0,Universal Registration Document (URD) 2022,unverified,,,Market-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2020,0,0,25055000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2020,0,0,25000000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2020,0,0,29000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2020,0,0,26000,Universal Registration Document (URD) 2022,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,94000,0,0,Universal Registration Document (URD) 2024,unverified,,,Not Applicable
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,134000,0,Universal Registration Document (URD) 2024,unverified,,,Location-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,85000,0,Universal Registration Document (URD) 2024,unverified,,,Market-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,6786000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,79000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,6544000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,4000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,30000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,17000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,56000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2023,0,0,56000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,86000,0,0,Universal Registration Document (URD) 2024,unverified,,,Not Applicable
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,53000,0,Universal Registration Document (URD) 2024,unverified,,,Market-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,131000,0,Universal Registration Document (URD) 2024,unverified,,,Location-based
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,7557000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,29000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,5000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,84000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,79000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,29000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,7247000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
01133fe5-4172-44d0-8d1b-4af3388d95d7,2024,0,0,84000,Universal Registration Document (URD) 2024,unverified,,,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,121454,0,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Applicable
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,158821,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Location-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,206405,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Market-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,118765392,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,60656,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,104940,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,58462,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,14790,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,48209,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,707958,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,112567393,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,11572,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,5116594,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2019,0,0,74818,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,127706,0,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Applicable
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,137890,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Location-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,99327,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Market-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,85820996,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,7743,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,72244,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,93220,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,79929401,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,12412,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,64719,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,45200,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,4908044,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,55433,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2022,0,0,632579,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,111657,0,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Applicable
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,131071,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Location-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,93617,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Market-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,75749939,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,47391,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,53660,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,79858,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,596083,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,7191,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,4374772,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,111850,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,13056,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,70405521,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2023,0,0,60556,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Specified
012f8a95-4bec-4b13-b50c-5e5a78a10269,2021,114566,0,0,Universal Registration Document (URD) 2022,unverified,,TRUE,Not Applicable
012f8a95-4bec-4b13-b50c-5e5a78a10269,2021,0,110098,0,Universal Registration Document (URD) 2022,unverified,,TRUE,Market-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2021,0,149467,0,Universal Registration Document (URD) 2022,unverified,,TRUE,Location-based
012f8a95-4bec-4b13-b50c-5e5a78a10269,2021,0,0,107625869,Universal Registration Document (URD) 2022,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2021,27719,0,0,Annual Report 2023,unverified,,,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2021,27719,0,0,Sustainability Report 2021,unverified,,,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2021,0,38040,0,Annual Report 2023,unverified,,,Location-based
01b472d4-7fed-489e-9a99-494e4b1e0b80,2021,0,38040,0,Sustainability Report 2021,unverified,,,Location-based
01b472d4-7fed-489e-9a99-494e4b1e0b80,2021,0,0,26926,Annual Report 2023,unverified,,,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2021,0,0,11822,Annual Report 2023,unverified,,,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2021,0,0,15104,Annual Report 2023,unverified,,,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2020,27530,0,0,Sustainability Report 2021,unverified,,,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2020,27530,0,0,Sustainability Report 2021,unverified,,,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2020,0,37516,0,Sustainability Report 2021,unverified,,,Location-based
01b472d4-7fed-489e-9a99-494e4b1e0b80,2020,0,37516,0,Sustainability Report 2021,unverified,,,Location-based
01b472d4-7fed-489e-9a99-494e4b1e0b80,2019,33309,0,0,Annual Report 2020,unverified,,TRUE,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2019,33309,0,0,Annual Report 2020,unverified,,TRUE,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2019,0,46450,0,Annual Report 2020,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2019,0,46185,0,Annual Report 2020,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2019,0,265,0,Annual Report 2020,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,22844,0,0,Annual Report 2023,unverified,,,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,33120,0,Annual Report 2023,unverified,,,Location-based
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,416802,Annual Report 2023,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,3774,Annual Report 2023,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,5826,Annual Report 2023,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,346923,Annual Report 2023,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,9292,Annual Report 2023,unverified,,,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,12143,Annual Report 2023,unverified,,,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,11275,Annual Report 2023,unverified,,,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2023,0,0,27570,Annual Report 2023,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2022,23858,0,0,Annual Report 2023,unverified,,,Not Applicable
01b472d4-7fed-489e-9a99-494e4b1e0b80,2022,0,36730,0,Annual Report 2023,unverified,,,Location-based
01b472d4-7fed-489e-9a99-494e4b1e0b80,2022,0,0,26771,Annual Report 2023,unverified,,TRUE,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2022,0,0,15038,Annual Report 2023,unverified,,,Not Specified
01b472d4-7fed-489e-9a99-494e4b1e0b80,2022,0,0,11733,Annual Report 2023,unverified,,,Not Specified
020eb713-3e7f-4a63-8b0a-b73a309b4984,2023,782709,0,0,Universal Registration Document (URD) 2023,unverified,,,Not Applicable
020eb713-3e7f-4a63-8b0a-b73a309b4984,2023,106931,0,0,Universal Registration Document (URD) 2023,unverified,,,Not Applicable
020eb713-3e7f-4a63-8b0a-b73a309b4984,2023,675777,0,0,Universal Registration Document (URD) 2023,unverified,,,Not Applicable
020eb713-3e7f-4a63-8b0a-b73a309b4984,2023,0,626321,0,Universal Registration Document (URD) 2023,unverified,,,Market-based
020eb713-3e7f-4a63-8b0a-b73a309b4984,2023,0,626321,0,Universal Registration Document (URD) 2023,unverified,,,Market-based
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,581593,0,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Applicable
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,116685,0,0,Universal Registration Document (URD) 2023,unverified,,,Not Applicable
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,464908,0,0,Universal Registration Document (URD) 2023,unverified,,TRUE,Not Applicable
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,631402,0,Universal Registration Document (URD) 2023,unverified,,,Market-based
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,631402,0,Universal Registration Document (URD) 2023,unverified,,,Market-based
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,0,96221747,Universal Registration Document (URD) 2023,unverified,,,Not Specified
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,0,5492,Universal Registration Document (URD) 2023,unverified,,,Not Specified
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,0,155301,Universal Registration Document (URD) 2023,unverified,,,Not Specified
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,0,17422277,Universal Registration Document (URD) 2023,unverified,,,Not Specified
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,0,621000,Universal Registration Document (URD) 2023,unverified,,,Not Specified
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,0,208421,Universal Registration Document (URD) 2023,unverified,,,Not Specified
020eb713-3e7f-4a63-8b0a-b73a309b4984,2022,0,0,428516,Universal Registration Document (URD) 2023,unverified,,,Not Specified
